timestamp,model,is_final,seed,mse_ETTh1,mae_ETTh1,mse_Weather,mae_Weather,mse_ECL,mae_ECL,elapsed_ETTh1,elapsed_Weather,elapsed_ECL
2026-03-02T17:10:12.458574+00:00,baseline:dlinear,true,42,0.06435929983854294,0.18783287703990936,0.005651962477713823,0.06266666948795319,0.38733312487602234,0.45122191309928894,,,
2026-03-02T17:13:38.470521+00:00,baseline:itransformer,true,42,0.058922577649354935,0.18668043613433838,0.001346047967672348,0.026998326182365417,0.3014792203903198,0.4050401449203491,,,
2026-03-02T17:17:50.550697+00:00,baseline:patchtst,true,42,0.05829169228672981,0.1825377643108368,0.0016519494820386171,0.029337307438254356,0.3178873658180237,0.39469659328460693,,,
2026-04-04T09:44:32.174382+00:00,baseline:timexer,true,42,0.05707342177629471,0.18303056061267853,0.0013286545872688293,0.026885008439421654,0.2616448700428009,0.3646385669708252,49,246,573
2026-04-05T03:37:29.466140+00:00,google/gemini-3.1-pro-preview,false,42,0.06169877201318741,0.1885417252779007,0.0013242973946034908,0.02682453580200672,0.33888447284698486,0.4406775236129761,47,342,342
2026-04-05T04:10:31.205489+00:00,anthropic/claude-opus-4.6,false,42,0.055931638926267624,0.1789712905883789,0.0011927668238058686,0.025502903386950493,0.41842004656791687,0.47761309146881104,59,322,347
2026-04-05T04:37:33.629591+00:00,google/gemini-3.1-pro-preview,false,42,0.06355493515729904,0.18796011805534363,0.0013331150403246284,0.026898475363850594,,,115,624,624
2026-04-05T04:41:20.074674+00:00,gpt-5.4-pro,false,42,0.05704241991043091,0.18175387382507324,0.001211194903589785,0.025718560442328453,0.3543589115142822,0.4312486946582794,53,385,422
2026-04-05T05:23:53.526309+00:00,anthropic/claude-opus-4.6,false,42,0.05626200512051582,0.17955009639263153,0.0011898241937160492,0.025510601699352264,0.4169565439224243,0.47202444076538086,55,339,339
2026-04-05T05:56:57.917277+00:00,google/gemini-3.1-pro-preview,true,42,0.05739161744713783,0.18232396245002747,0.001356944558210671,0.0269703920930624,0.2790307402610779,0.3841186761856079,54,488,568
2026-04-06T11:41:14.663246+00:00,deepseek-reasoner,false,42,0.063874751329422,0.1918928623199463,0.0014063845155760646,0.027684489265084267,0.3198350965976715,0.4156721830368042,41,604,604
2026-04-06T11:46:16.672261+00:00,openai/gpt-5.4-pro,false,42,0.05611639842391014,0.17930176854133606,0.0012390364427119493,0.02535087987780571,0.31000789999961853,0.39769262075424194,38,310,356
2026-04-06T12:30:32.961705+00:00,deepseek-reasoner,false,42,0.06741072982549667,0.20206768810749054,0.0012993632117286325,0.02660340629518032,0.29845988750457764,0.40079978108406067,43,580,580
2026-04-06T12:39:02.367760+00:00,openai/gpt-5.4-pro,false,42,0.05627240613102913,0.17937681078910828,0.0012841025600209832,0.025836898013949394,0.2600122392177582,0.3638526499271393,45,440,506
2026-04-06T12:43:14.774583+00:00,openai/gpt-5.4-pro,true,42,0.05627240613102913,0.17937681078910828,0.0012841025600209832,0.025836898013949394,0.2600122392177582,0.3638526499271393,45,440,506
2026-04-07T04:17:26.307807+00:00,qwen/qwen3.6-plus:free,true,42,0.058316316455602646,0.18272481858730316,0.0013633068883791566,0.02750244177877903,0.4965321123600006,0.5347015261650085,178,499,917
2026-04-26T06:47:59.903488+00:00,gpt-5.4,false,42,0.24845117330551147,0.4214411675930023,0.006206457503139973,0.06018289923667908,0.37731072306632996,0.449737012386322,58,263,263
2026-04-26T06:58:30.035938+00:00,gpt-5.4,false,42,,,,,,,,,
2026-04-26T07:06:40.948552+00:00,gpt-5.4,false,42,,,,,,,,,
2026-04-26T07:06:45.533725+00:00,gpt-5.4,true,42,0.24845117330551147,0.4214411675930023,0.006206457503139973,0.06018289923667908,0.37731072306632996,0.449737012386322,58,263,263
2026-05-03T09:16:27.653544+00:00,anthropic/claude-opus-4.6,true,42,0.055931638926267624,0.1789712905883789,0.0011927668238058686,0.025502903386950493,0.41842004656791687,0.47761309146881104,59,322,347
2026-05-03T09:18:35.542135+00:00,deepseek-reasoner,true,42,0.06741072982549667,0.20206768810749054,0.0012993632117286325,0.02660340629518032,0.29845988750457764,0.40079978108406067,43,580,580
2026-05-04T11:12:22.878339+00:00,gemini/gemini-3.1-flash-lite-preview,false,42,,,,,,,,,
2026-05-04T11:12:24.040647+00:00,gemini/gemini-3.1-flash-lite-preview,true,42,,,,,,,,,
2026-05-04T11:13:32.907774+00:00,openai/gpt-5.5,false,42,,,,,,,,,
