timestamp,model,is_final,seed,auc_mean_dude,bedroc_mean_dude,ef005_mean_dude,ef01_mean_dude,ef05_mean_dude,ef0005_mean_dude,ef001_mean_dude,ef002_mean_dude,auc_mean_dekois,bedroc_mean_dekois,ef005_mean_dekois,ef01_mean_dekois,ef05_mean_dekois,ef0005_mean_dekois,ef001_mean_dekois,ef002_mean_dekois,auc_mean_lit-pcba,bedroc_mean_lit-pcba,ef005_mean_lit-pcba,ef01_mean_lit-pcba,ef05_mean_lit-pcba,ef0005_mean_lit-pcba,ef001_mean_lit-pcba,ef002_mean_lit-pcba,elapsed_train,elapsed_dude,elapsed_lit-pcba,elapsed_dekois
2026-04-29T19:49:35.268335+00:00,baseline:hcc,true,42,0.920293,0.693408,48.8182,44.466,14.8039,48.81815284049404,44.46603651898064,31.68084218555974,0.921977,0.71189,24.005,23.206,14.2247,24.004965099409546,23.205973099990192,21.91113043813044,0.628293,0.087036,11.1498,6.7456,3.6915,11.149762318054043,6.7455989931322256,5.2030212836863265,2938,1155,1795,180
2026-04-28T14:14:13.406460+00:00,baseline:hcc_hyp_cone,true,42,0.924947,0.736885,52.3662,47.3212,15.5217,52.36617872695719,47.32123108038506,33.71698842234657,0.914162,0.715044,24.2816,23.5852,14.0513,24.281561934339713,23.585195205067,21.983293370293367,0.634394,0.07006,6.4515,5.3316,3.3802,6.451457461127449,5.3315662659269,4.724077748639571,19656,960,1391,85
2026-04-28T09:04:25.347057+00:00,baseline:vanilla_clip,true,42,0.895254,0.702952,51.3104,45.9741,14.3824,51.310404339526634,45.97414734111319,31.591958447472614,0.891507,0.711319,24.8319,24.4116,13.2445,24.831919679141905,24.411593793004045,21.95814988492766,0.57563,0.064706,7.2703,5.1616,2.5547,7.270262746857005,5.161584584162858,4.076325322713222,521,976,1438,159
2026-05-03T18:26:29.437426+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03T18:26:39.510158+00:00,openai/gpt-5.4,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03T18:40:53.323612+00:00,gemini-3.1-pro-preview,false,42,0.892773,0.678798,49.7994,44.7025,13.8078,49.7994036167034,44.702456373764285,30.359018907578783,0.88821,0.729656,26.1987,24.8866,13.4289,26.198723143167594,24.886570314561766,22.262443058443058,0.576749,0.082495,10.1194,6.7763,2.9398,10.11944417999813,6.776255495733834,4.999348432086753,39343,728,964,138
2026-05-03T19:17:20.144252+00:00,claude-opus-4-6,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03T19:46:10.356286+00:00,qwen3.6-plus,false,42,0.90521,0.713857,51.7439,46.4579,14.8241,51.743872586258504,46.45785962026692,32.23105312199134,0.909154,0.720467,25.1636,24.151,13.8609,25.16363115252004,24.15104266001702,22.03415716571272,0.569479,0.06487,7.9113,5.7335,2.466,7.911337127022649,5.73349324314188,3.666282225399721,32707,739,968,139
2026-05-03T19:50:10.301305+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03T20:09:14.466796+00:00,gemini-3.1-pro-preview,false,42,0.892773,0.678798,49.7994,44.7025,13.8078,49.7994036167034,44.702456373764285,30.359018907578783,0.88821,0.729656,26.1987,24.8866,13.4289,26.198723143167594,24.886570314561766,22.262443058443058,0.5767,0.082454,10.1194,6.7763,2.9398,10.11944417999813,6.776255495733834,4.999348432086753,446,742,948,139
2026-05-03T20:09:18.211891+00:00,gemini-3.1-pro-preview,true,42,0.892773,0.678798,49.7994,44.7025,13.8078,49.7994036167034,44.702456373764285,30.359018907578783,0.88821,0.729656,26.1987,24.8866,13.4289,26.198723143167594,24.886570314561766,22.262443058443058,0.576749,0.082495,10.1194,6.7763,2.9398,10.11944417999813,6.776255495733834,4.999348432086753,39343,728,964,138
2026-05-03T20:13:16.168311+00:00,openai/gpt-5.4,false,42,0.603308,0.027491,1.1375,1.1403,1.375,1.137473424636312,1.1403369640028316,1.2498400768926494,0.751437,0.199182,6.4503,6.2689,4.8074,6.450342558675892,6.268869165023011,5.937861348528015,0.586485,0.033315,1.3968,1.7936,1.7817,1.396822152054838,1.7935707052862828,2.1411556439079775,927,730,945,137
2026-05-03T20:13:19.599960+00:00,openai/gpt-5.4,true,42,0.603308,0.027491,1.1375,1.1403,1.375,1.137473424636312,1.1403369640028316,1.2498400768926494,0.751437,0.199182,6.4503,6.2689,4.8074,6.450342558675892,6.268869165023011,5.937861348528015,0.586485,0.033315,1.3968,1.7936,1.7817,1.396822152054838,1.7935707052862828,2.1411556439079775,927,730,945,137
2026-05-03T21:18:06.020164+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03T21:18:38.556499+00:00,qwen3.6-plus,false,42,0.90521,0.713857,51.7439,46.4579,14.8241,51.743872586258504,46.45785962026692,32.23105312199134,0.909154,0.720467,25.1636,24.151,13.8609,25.16363115252004,24.15104266001702,22.03415716571272,0.569287,0.064853,7.9113,5.7335,2.466,7.911337127022649,5.73349324314188,3.666282225399721,445,720,956,139
2026-05-03T21:21:42.192233+00:00,vertex_ai/deepseek-ai/deepseek-v3.2-maas,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-03T23:14:24.621614+00:00,qwen3.6-plus,false,42,0.90521,0.713857,51.7439,46.4579,14.8241,51.743872586258504,46.45785962026692,32.23105312199134,0.909154,0.720467,25.1636,24.151,13.8609,25.16363115252004,24.15104266001702,22.03415716571272,0.569616,0.064877,7.9113,5.7335,2.466,7.911337127022649,5.73349324314188,3.666282225399721,456,729,974,138
2026-05-03T23:16:25.749055+00:00,qwen3.6-plus,true,42,0.90521,0.713857,51.7439,46.4579,14.8241,51.743872586258504,46.45785962026692,32.23105312199134,0.909154,0.720467,25.1636,24.151,13.8609,25.16363115252004,24.15104266001702,22.03415716571272,0.569479,0.06487,7.9113,5.7335,2.466,7.911337127022649,5.73349324314188,3.666282225399721,32707,739,968,139
2026-05-03T23:37:19.729736+00:00,claude-opus-4-6,false,42,0.911637,0.734087,52.1858,47.9769,15.1263,52.18577749178881,47.97692502393259,33.669851677266514,0.91149,0.733291,25.7668,24.474,14.293,25.76675601120046,24.474017656709965,22.386772866883977,0.595117,0.080878,10.1269,6.6246,3.0478,10.126936582148963,6.62460831057172,4.779215231853967,11116,738,1002,138
2026-05-04T01:02:16.579474+00:00,claude-opus-4-6,false,42,0.911637,0.734087,52.1858,47.9769,15.1263,52.18577749178881,47.97692502393259,33.669851677266514,0.91149,0.733291,25.7668,24.474,14.293,25.76675601120046,24.474017656709965,22.386772866883977,0.595263,0.080973,10.1269,6.6246,3.0478,10.126936582148963,6.62460831057172,4.779215231853967,439,709,964,136
2026-05-04T01:02:22.327896+00:00,claude-opus-4-6,true,42,0.911637,0.734087,52.1858,47.9769,15.1263,52.18577749178881,47.97692502393259,33.669851677266514,0.91149,0.733291,25.7668,24.474,14.293,25.76675601120046,24.474017656709965,22.386772866883977,0.595117,0.080878,10.1269,6.6246,3.0478,10.126936582148963,6.62460831057172,4.779215231853967,11116,738,1002,138
2026-05-05T17:26:31.524062+00:00,kimi-k2.6,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T17:26:37.158947+00:00,kimi-k2.6,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T17:26:48.664460+00:00,deepseek-v4-flash,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-05T17:27:36.160645+00:00,deepseek-v4-flash,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:50:25.093647+00:00,qwen3.6-max-preview,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:50:41.160304+00:00,deepseek-v4-pro,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:50:52.417984+00:00,qwen3.6-max-preview,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:51:34.240415+00:00,deepseek-v4-pro,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:52:34.567093+00:00,claude-opus-4-7,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:52:43.386333+00:00,claude-opus-4-7,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:53:45.204534+00:00,glm-5.1,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T12:54:27.691468+00:00,glm-5.1,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T14:26:47.464659+00:00,gemini/gemini-3.1-flash-lite-preview,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T17:17:11.253159+00:00,openai/gpt-5.5,false,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-06T17:17:15.620502+00:00,openai/gpt-5.5,true,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-07T01:26:03.553034+00:00,openai/gpt-5.5-pro,false,42,0.900762,0.64625,46.2945,41.5246,14.0546,46.294518651324196,41.524630978433414,28.913386903719687,0.905106,0.714577,25.0432,24.141,13.6578,25.04323896546119,24.141001652540112,21.7830072465628,0.611976,0.073637,9.5118,6.0012,3.4875,9.511809947093532,6.001161443944805,3.9542085469687587,27381,730,945,138
2026-05-07T01:26:26.941085+00:00,openai/gpt-5.5-pro,true,42,0.900762,0.64625,46.2945,41.5246,14.0546,46.294518651324196,41.524630978433414,28.913386903719687,0.905106,0.714577,25.0432,24.141,13.6578,25.04323896546119,24.141001652540112,21.7830072465628,0.611976,0.073637,9.5118,6.0012,3.4875,9.511809947093532,6.001161443944805,3.9542085469687587,27381,730,945,138
2026-05-07T03:19:35.611189+00:00,claude-opus-4-7,false,42,0.89513,0.694087,51.2554,45.8238,13.9913,51.25537516419311,45.82382691593523,31.03703333151252,0.913037,0.740219,25.7113,25.0957,13.6772,25.711296552963223,25.09565842963279,22.89408494819606,0.599111,0.069504,9.9717,5.6302,2.8071,9.971651977237476,5.63024429347924,3.690808141670209,34444,733,951,137
2026-05-07T03:19:40.833378+00:00,claude-opus-4-7,true,42,0.89513,0.694087,51.2554,45.8238,13.9913,51.25537516419311,45.82382691593523,31.03703333151252,0.913037,0.740219,25.7113,25.0957,13.6772,25.711296552963223,25.09565842963279,22.89408494819606,0.599111,0.069504,9.9717,5.6302,2.8071,9.971651977237476,5.63024429347924,3.690808141670209,34444,733,951,137
2026-05-09T10:26:09.878101+00:00,claude-opus-4-7,true,mean,0.89513,0.694087,51.2554,45.8238,13.9913,51.255375,45.823827,31.037033,0.913037,0.740219,25.7113,25.0957,13.6772,25.711297,25.095658,22.894085,0.599111,0.069504,9.9717,5.6302,2.8071,9.971652,5.630244,3.690808,34444.0,733.0,951.0,137.0
